name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
c21_4_d1.col,21,105,11,315,1918,OPTIMAL,9,0.00380581,0.00266054,0.00646635,45.54688,1.0,8.0,0.0,,13906.0,204.0,213.0,1347.0,62.0,284.0,2.0,65.0,0.0,,8.0,,209.0,,,25.0,,,,453.0,
GEOM110b.col,110,1256,121,22000,269667,OPTIMAL,77,5.91733,813.733,819.651,175.875,383617.0,108913.0,0.0,2213200.0,4145970000.0,15473600.0,15696400.0,508019000.0,51650000.0,17769000.0,7.0,5441000.0,0.0,40392.0,837509.0,252608.0,6849.0,9020870.0,47.0,1617350.0,262.0,24.0,65152.0,145464000.0,80.0
GEOM80a.col,80,612,79,12640,116542,OPTIMAL,63,0.78845,5.80131,6.58976,87.89062,4423.0,1579.0,0.0,117123.0,44484500.0,175226.0,178295.0,3761790.0,328077.0,223783.0,1.0,75219.0,0.0,136.0,72438.0,56752.0,2099.0,58395.0,12.0,22266.0,23.0,8.0,15008.0,1296490.0,5.0
GEOM30a.col,30,81,32,1740,8054,OPTIMAL,27,0.0198294,0.00737453,0.0272039,45.48828,,10.0,0.0,,67073.0,358.0,371.0,3686.0,235.0,730.0,4.0,55.0,0.0,,10.0,,651.0,,,90.0,,,,672.0,
GEOM80b.col,80,663,98,12160,115750,OPTIMAL,60,2.19739,6.21139,8.40878,95.02734,4970.0,3322.0,0.0,128504.0,46514400.0,177464.0,181514.0,3501060.0,242458.0,243260.0,8.0,74835.0,0.0,147.0,95173.0,55843.0,4383.0,67617.0,15.0,26257.0,29.0,10.0,14556.0,1043550.0,5.0
GEOM50b.col,50,249,54,4050,26387,OPTIMAL,35,0.235935,0.0796656,0.3156,60.01953,68.0,40.0,0.0,,806940.0,3082.0,3207.0,45264.0,4249.0,8817.0,5.0,360.0,0.0,,40.0,,2678.0,179.0,,901.0,1.0,1.0,,6665.0,
GEOM60a.col,60,339,61,7500,55566,OPTIMAL,50,0.254997,0.540978,0.795975,69.62109,445.0,514.0,0.0,5.0,5236870.0,18500.0,19029.0,271168.0,16019.0,28985.0,2.0,7620.0,0.0,32.0,13127.0,17747.0,1156.0,2249.0,6.0,3088.0,6.0,3.0,4553.0,69750.0,
GEOM70.col,70,267,44,6580,36454,OPTIMAL,38,0.0995588,0.0351091,0.134668,60.04297,32.0,28.0,0.0,,330317.0,1720.0,1766.0,19700.0,984.0,6517.0,,415.0,0.0,,27.0,,869.0,15.0,,410.0,1.0,1.0,,4763.0,
GEOM30b.col,30,81,27,1680,7525,OPTIMAL,26,0.00745818,0.00168851,0.00914668,46.04297,,3.0,0.0,,5452.0,20.0,23.0,74.0,0.0,285.0,,3.0,0.0,,3.0,,203.0,,,5.0,,,,20.0,
c21_3_d2.col,21,105,8,231,948,OPTIMAL,7,0.00136783,0.00208431,0.00345214,45.49219,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,239.0,0.0,,2.0,,113.0,,,77.0,,,,1978.0,
c21_8_d1.col,21,105,11,315,1918,OPTIMAL,9,0.00325278,0.00210915,0.00536193,45.49219,1.0,8.0,0.0,,13906.0,204.0,213.0,1347.0,62.0,284.0,2.0,65.0,0.0,,8.0,,209.0,,,25.0,,,,453.0,
c21_1_d2.col,21,105,8,231,948,OPTIMAL,7,0.00177838,0.00316764,0.00494602,44.42969,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,239.0,0.0,,2.0,,113.0,,,77.0,,,,1978.0,
GEOM40a.col,40,146,50,3400,18818,OPTIMAL,37,0.109058,0.0373263,0.146384,57.47266,18.0,51.0,0.0,,351537.0,2119.0,2196.0,24110.0,1124.0,3891.0,10.0,626.0,0.0,,50.0,,1299.0,10.0,,479.0,,,,7039.0,
GEOM40b.col,40,157,40,3080,17338,OPTIMAL,33,0.0559676,0.0127166,0.0686842,45.49609,5.0,6.0,0.0,,115639.0,428.0,444.0,4135.0,252.0,2538.0,,84.0,0.0,,6.0,,561.0,,,129.0,,,,909.0,
c21_2_d1.col,21,105,11,315,1918,OPTIMAL,9,0.00326212,0.00208431,0.00534644,45.43359,1.0,8.0,0.0,,13906.0,204.0,213.0,1347.0,62.0,284.0,2.0,65.0,0.0,,8.0,,209.0,,,25.0,,,,453.0,
GEOM110a.col,110,1207,109,19470,234852,OPTIMAL,69,4.42893,236.602,241.031,147.20703,176782.0,32077.0,0.0,2196020.0,1225650000.0,5717190.0,5812620.0,183830000.0,19842400.0,7323180.0,13.0,1854800.0,0.0,9617.0,648338.0,321948.0,5592.0,3481890.0,18.0,721064.0,206.0,30.0,82825.0,57535300.0,58.0
GEOM120a.col,120,1434,109,25200,326260,OPTIMAL,82,4.06703,941.054,945.121,190.58203,646397.0,177522.0,0.0,3042380.0,4122440000.0,23969800.0,24337300.0,709466000.0,55769400.0,27747100.0,5.0,9295610.0,0.0,40604.0,1177510.0,298949.0,4272.0,13693900.0,27.0,2901420.0,304.0,25.0,76849.0,221983000.0,92.0
c55_2_d2.col,55,362,8,605,3000,OPTIMAL,7,0.00542139,0.00592184,0.0113432,45.92188,52.0,5.0,0.0,,38896.0,962.0,980.0,11832.0,74.0,1316.0,,590.0,0.0,,5.0,,121.0,,,214.0,,,,6184.0,
GEOM20.col,20,20,24,906,2759,OPTIMAL,21,0.00638496,0.00203374,0.00841869,45.55859,,0.0,0.0,,3602.0,16.0,17.0,68.0,0.0,343.0,2.0,7.0,0.0,,,,234.0,,,9.0,,,,10.0,
