name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
c21_3_d2.col,21,105,8,231,948,OPTIMAL,7,0.00121769,0.00223409,0.00345178,45.48828,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,239.0,0.0,,2.0,,113.0,,,77.0,,,,1978.0,
c21_8_d1.col,21,105,11,315,1918,OPTIMAL,9,0.0042904,0.00321912,0.00750952,45.55078,1.0,8.0,0.0,,13906.0,204.0,213.0,1347.0,62.0,284.0,2.0,65.0,0.0,,8.0,,209.0,,,25.0,,,,453.0,
c21_1_d2.col,21,105,8,231,948,OPTIMAL,7,0.00163113,0.0026614,0.00429254,46.03906,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,239.0,0.0,,2.0,,113.0,,,77.0,,,,1978.0,
GEOM40a.col,40,146,50,3428,18978,OPTIMAL,37,0.113068,0.0359584,0.149026,57.39062,16.0,44.0,0.0,,335029.0,2059.0,2138.0,23218.0,1220.0,3807.0,10.0,518.0,0.0,,44.0,,1383.0,9.0,,436.0,1.0,,,6486.0,
GEOM40b.col,40,157,40,3077,17322,OPTIMAL,33,0.0606239,0.0143308,0.0749547,45.55078,4.0,7.0,0.0,,121104.0,459.0,472.0,4424.0,288.0,2722.0,,96.0,0.0,,7.0,,826.0,,,121.0,,,,943.0,
c21_2_d1.col,21,105,11,315,1918,OPTIMAL,9,0.0027515,0.00198044,0.00473194,45.97656,1.0,8.0,0.0,,13906.0,204.0,213.0,1347.0,62.0,284.0,2.0,65.0,0.0,,8.0,,209.0,,,25.0,,,,453.0,
GEOM110a.col,110,1207,109,19468,234335,OPTIMAL,69,4.70207,171.197,175.899,134.84375,127690.0,25620.0,0.0,1735610.0,915717000.0,3968970.0,4038180.0,128902000.0,13445500.0,5270310.0,13.0,1253630.0,0.0,2601.0,676762.0,300858.0,5654.0,2460110.0,22.0,546472.0,176.0,29.0,83033.0,36211700.0,48.0
GEOM120a.col,120,1434,109,25216,325878,OPTIMAL,82,4.5132,1066.58,1071.09,209.84766,791643.0,180722.0,0.0,3341550.0,4626740000.0,26819000.0,27228400.0,792073000.0,59393300.0,31223900.0,5.0,10646300.0,0.0,39811.0,1232860.0,285236.0,4408.0,15258000.0,27.0,3350390.0,327.0,28.0,76935.0,258912000.0,99.0
c55_2_d2.col,55,362,8,605,3000,OPTIMAL,7,0.00381552,0.00486661,0.00868213,45.85547,52.0,5.0,0.0,,38896.0,962.0,980.0,11832.0,74.0,1316.0,,590.0,0.0,,5.0,,121.0,,,214.0,,,,6184.0,
GEOM20.col,20,20,24,890,2853,OPTIMAL,21,0.00670278,0.00226267,0.00896545,46.04297,,0.0,0.0,,3596.0,16.0,17.0,68.0,0.0,305.0,2.0,7.0,0.0,,,,235.0,,,9.0,,,,10.0,
