name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,reactivated,stabilizing,eliminated,shrunken,walked
c21_7_d2.col,21,105,8,315,1327,OPTIMAL,7,0.000435131,0.00295709,0.00339222,45.83594,22.0,0.0,0.0,,21211.0,578.0,580.0,5529.0,,23.0,662.0,5.0,348.0,0.0,,,,184.0,,,121.0,,,,,2797.0,
GEOM70a.col,70,459,72,24130,152374,OPTIMAL,61,0.0460214,2.2231,2.26912,87.23047,1797.0,1576.0,0.0,54011.0,27713900.0,85227.0,86976.0,1584470.0,93.0,128394.0,137946.0,13.0,43484.0,0.0,160.0,76946.0,101287.0,17556.0,28517.0,1580.0,11843.0,15.0,,7.0,31030.0,435006.0,1.0
c21_4_d1.col,21,105,11,462,3030,OPTIMAL,9,0.00104126,0.00210802,0.00314928,45.96484,,3.0,0.0,,18011.0,230.0,238.0,1665.0,,91.0,276.0,7.0,42.0,0.0,,3.0,,378.0,,,59.0,,,,,516.0,
GEOM110b.col,110,1256,121,71692,589581,OPTIMAL,77,0.181827,978.775,978.957,199.02344,404828.0,68078.0,0.0,2553890.0,5277240000.0,19077600.0,19329300.0,712537000.0,12222.0,77526800.0,22344400.0,415.0,6437740.0,0.0,40879.0,1389130.0,744103.0,545625.0,11914300.0,1789.0,1832400.0,287.0,287.0,62.0,234580.0,245837000.0,73.0
GEOM80a.col,80,612,79,31067,212299,OPTIMAL,63,0.0603219,6.1565,6.21682,97.57812,4242.0,2148.0,0.0,163765.0,69042400.0,228837.0,232707.0,4948680.0,6671.0,484477.0,333544.0,,108688.0,0.0,524.0,154179.0,200305.0,46394.0,95659.0,1686.0,29303.0,29.0,,15.0,59244.0,1482230.0,3.0
GEOM30a.col,30,81,32,3464,15759,OPTIMAL,27,0.00618231,0.00607414,0.0122564,44.41797,20.0,2.0,0.0,,88744.0,119.0,130.0,458.0,,14.0,2043.0,20.0,1.0,0.0,,2.0,,1956.0,,,72.0,,,,,67.0,
GEOM80b.col,80,663,98,40149,279203,OPTIMAL,60,0.0830432,4.94324,5.02628,107.61719,6456.0,1474.0,0.0,79787.0,93977500.0,163854.0,167011.0,3360790.0,727.0,259853.0,595849.0,361.0,81317.0,0.0,649.0,141036.0,184564.0,289129.0,52224.0,3195.0,25424.0,24.0,,12.0,56843.0,1133930.0,2.0
GEOM50b.col,50,249,54,12177,67254,OPTIMAL,35,0.0204001,0.121868,0.142268,65.28125,451.0,26.0,0.0,,6669370.0,4010.0,4131.0,49330.0,,4042.0,66168.0,95.0,328.0,0.0,,26.0,,40309.0,125.0,,1617.0,1.0,,1.0,,9316.0,
GEOM60a.col,60,339,61,16466,98873,OPTIMAL,50,0.0273908,0.564421,0.591812,78.37109,707.0,484.0,0.0,6.0,8778870.0,19368.0,19922.0,261444.0,,16023.0,45963.0,25.0,10444.0,0.0,32.0,19106.0,34499.0,14979.0,2993.0,805.0,3467.0,6.0,,4.0,10009.0,69575.0,
GEOM70.col,70,267,44,12918,65537,OPTIMAL,38,0.0197736,0.0425235,0.0622971,45.96875,32.0,10.0,0.0,,1089280.0,1851.0,1907.0,18291.0,,684.0,19305.0,,437.0,0.0,,10.0,,3829.0,32.0,,617.0,,,,,5638.0,
GEOM30b.col,30,81,27,2995,12999,OPTIMAL,26,0.00364977,0.00213359,0.00578336,45.48047,,2.0,0.0,,27500.0,30.0,34.0,102.0,,0.0,562.0,,,0.0,,2.0,,568.0,,,16.0,,,,,12.0,
c21_3_d2.col,21,105,8,315,1327,OPTIMAL,7,0.000448552,0.00282919,0.00327774,45.48047,22.0,0.0,0.0,,21211.0,578.0,580.0,5529.0,,23.0,662.0,5.0,348.0,0.0,,,,184.0,,,121.0,,,,,2797.0,
c21_8_d1.col,21,105,11,462,3030,OPTIMAL,9,0.000835221,0.00212701,0.00296224,45.29297,,3.0,0.0,,18011.0,230.0,238.0,1665.0,,91.0,276.0,7.0,42.0,0.0,,3.0,,378.0,,,59.0,,,,,516.0,
c21_1_d2.col,21,105,8,315,1327,OPTIMAL,7,0.000697819,0.00426616,0.00496398,45.97266,22.0,0.0,0.0,,21211.0,578.0,580.0,5529.0,,23.0,662.0,5.0,348.0,0.0,,,,184.0,,,121.0,,,,,2797.0,
GEOM40a.col,40,146,50,8109,41601,OPTIMAL,37,0.0174884,0.0365177,0.054006,45.48438,71.0,45.0,0.0,,772973.0,2743.0,2831.0,28804.0,,1605.0,5766.0,105.0,668.0,0.0,,45.0,,13964.0,30.0,,513.0,,,,,8028.0,
GEOM40b.col,40,157,40,6530,33196,OPTIMAL,33,0.0125724,0.0163611,0.0289334,46.09766,14.0,14.0,0.0,,442846.0,492.0,504.0,3572.0,,110.0,6909.0,,77.0,0.0,,14.0,,4522.0,,,173.0,,,,,926.0,
c21_2_d1.col,21,105,11,462,3030,OPTIMAL,9,0.00127672,0.00334033,0.00461705,45.60938,,3.0,0.0,,18011.0,230.0,238.0,1665.0,,91.0,276.0,7.0,42.0,0.0,,3.0,,378.0,,,59.0,,,,,516.0,
GEOM110a.col,110,1207,109,64377,520254,OPTIMAL,69,0.163144,114.647,114.81,161.49609,141975.0,20421.0,0.0,2318560.0,1125760000.0,4949070.0,5033290.0,161286000.0,43563.0,16836600.0,6965110.0,468.0,1611790.0,0.0,11856.0,1319180.0,951939.0,450275.0,3057260.0,16654.0,704176.0,204.0,567.0,95.0,280342.0,49151200.0,29.0
GEOM120a.col,120,1434,109,71126,600541,OPTIMAL,82,0.183542,661.323,661.507,205.27734,305841.0,119141.0,0.0,2748570.0,2715270000.0,15289000.0,15504900.0,486411000.0,7245.0,45406700.0,17488600.0,132.0,5298270.0,0.0,35285.0,1288240.0,718762.0,225003.0,8828330.0,14140.0,1674060.0,218.0,79.0,49.0,219025.0,126790000.0,52.0
c55_2_d2.col,55,362,8,825,4165,OPTIMAL,7,0.00151691,0.00448139,0.0059983,45.55078,15.0,9.0,0.0,,53422.0,940.0,978.0,14611.0,,183.0,1608.0,,404.0,0.0,,9.0,,298.0,,,210.0,,,,,6317.0,
GEOM20.col,20,20,24,1223,4226,OPTIMAL,21,0.00171039,0.00157227,0.00328266,45.55078,,1.0,0.0,,18272.0,41.0,42.0,129.0,,0.0,1161.0,5.0,,0.0,,1.0,,607.0,,,24.0,,,,,43.0,
