name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,timed_out,optimality_proven,run_id,source_sha,source_dirty,input_sha256,binary_sha256,command,host,platform,compiler,runner_versions,concurrency,recorded_at,solver,solver_seed,method,time_limit,incremental,incremental_variable,symmetry_breaking,pairwise,width
GEOM100.col,100,547,65,6500,43655,OPTIMAL,50,0.0140627,0.284752,0.298815,68.0625,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,91be09009a797c20a68cfb43f78cb01019c2cfdb8915d86e640e95938c315b19,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM100.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-13T23:12:46.849071+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM20b.col,20,32,17,340,984,OPTIMAL,13,0.000345879,0.00123287,0.00157875,51.375,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,6be144806384554ada26f70be526ed0d42afb61a447cd96f826be5dbcf60288a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM20b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:42.739850+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM30.col,30,50,34,1020,2930,OPTIMAL,28,0.000842278,0.00322141,0.00406369,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,489bd893683e4c3672aba625abb2643d68f9c2a6d3776c9b26400831c548bd51,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:42.846779+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM30a.col,30,81,33,990,3873,OPTIMAL,27,0.00106526,0.00266405,0.0037293,51.36328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,10bfa32a02f1c8633027611fc7eb773d3d5088d3bc49d1419471fc4ca266eca9,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:42.952844+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM30b.col,30,81,28,840,3198,OPTIMAL,26,0.000910055,0.00139751,0.00230757,51.375,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,41e7babfc1e85334f1653ee7e88e11a11b0065ce2d50a72a801b4b00cfe2330a,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM30b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.057665+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM40.col,40,78,34,1360,4292,OPTIMAL,28,0.0012289,0.00306111,0.00429002,51.30078,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,4968db2efd363df2b56fdfbab3c914f8100884884a68f0b07cbbc4e20aa1f192,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.165539+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM40a.col,40,146,51,2040,10086,OPTIMAL,37,0.00279977,0.0183665,0.0211663,51.36328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,0bd50dc07b7e234154a3f92e5d2cf1ac6ad83c47badf984a837587fe7c35ca6b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.290208+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM40b.col,40,157,41,1640,8437,OPTIMAL,33,0.00246355,0.0147008,0.0171643,51.30078,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,1ccb98f8f5e910eb9d4064ba5b23dff42c9067ecd2d40d0879250dbd16181ddf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM40b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.391357+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM50.col,50,127,37,1850,7049,OPTIMAL,28,0.00198983,0.00426784,0.00625767,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,c584455fa3b51a54152148534733fdf90022ccefd515c1770417925f43ef5434,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.486379+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM50a.col,50,238,62,3100,18506,OPTIMAL,50,0.00536034,0.227236,0.232597,64.33203,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,09a35a2b65ed3e0dcd221ac73c5adb47901d19e134e9d9ce99d087c064f5b13b,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.819425+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM50b.col,50,249,55,2750,17495,OPTIMAL,35,0.00464594,0.0577466,0.0623925,51.375,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,7b21131c086e1fd406658aed26e1d79b31aa8f81bf25493c8658813e81076dca,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM50b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:43.957056+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM60.col,60,185,37,2220,9365,OPTIMAL,33,0.00331011,0.00443721,0.00774732,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,9575aa95916bb0ddb24ac95ceb686ad79834715a8c3c97743905c76227ffa048,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:44.004159+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM60a.col,60,339,62,3720,25518,OPTIMAL,50,0.00724917,0.229962,0.237212,65.66797,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,c6266e394b59107ef80c14a3ed0d8dd4ae62c646238c8358f8080547a85fd68c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:44.339110+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM60b.col,60,366,64,3840,28704,OPTIMAL,41,0.00753398,0.405187,0.412721,65.79297,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,8305498f1acbb0e13fc3e5b6756eebb72600bd69b237f5d836248a8d8e040f76,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM60b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:44.822387+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM70.col,70,267,45,3150,15725,OPTIMAL,38,0.00522184,0.0151366,0.0203585,51.375,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,6709158dd6a0c24605665511d543798f2cda198fb9b943c841d842af483b8b5f,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:44.937023+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM70a.col,70,459,73,5110,39527,OPTIMAL,61,0.011349,1.53794,1.54929,71.30078,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,e256a1a0b8f2637a931d35ffacdb28b715bcafa769a4bbedc21eb991683d0a40,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:46.572120+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM70b.col,70,488,77,5390,45136,OPTIMAL,47,0.0133756,1.24816,1.26154,69.81641,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,50b43cacfa298b2c9f4c05ca437a5559b357c8348aa59226bf3c2fd9b98b03b8,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM70b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:47.903503+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM80.col,80,349,55,4400,24795,OPTIMAL,41,0.00795286,0.033376,0.0413289,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,46454b38ff8d83fe0020c6f3e5408c0ca37e868bc79f74749c4a8e555730df9c,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:47.993411+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM80a.col,80,612,80,6400,56800,OPTIMAL,63,0.0170377,4.04093,4.05796,77.10156,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,f8cd1c510008df8e302411facc59a809be027620b27f632f811c1c94c76d78c9,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:52.116316+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM80b.col,80,663,99,7920,76757,OPTIMAL,60,0.0224152,2.59063,2.61305,78.07422,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,a8dcc40cfc8d87903196406f815c4d512a7c68e3e966538768a0601bfac7d301,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM80b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:54.810537+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM90.col,90,441,55,4950,30105,OPTIMAL,46,0.0092765,0.0711711,0.0804476,51.30078,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,8b99774b70737296ed7b4c8a3ad9ec1827182467166c5e7c93a1c2117473f7cf,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM90.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:54.999495+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM90a.col,90,789,81,7290,72909,OPTIMAL,63,0.022294,4.48483,4.50712,80.11719,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,254a4ba130fad8005c03d2288438d16ff5c3768cb05ebe3b37929f9f3247a1df,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM90a.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:15:59.532924+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
GEOM90b.col,90,860,110,9900,108280,OPTIMAL,69,0.0323085,19.6733,19.7056,94.85156,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,e293687b9c36702121066f37ac02cf4e8901dbaa3fd5ba7e864b0e00ba74fac3,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/GEOM90b.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:16:19.277935+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
c21_1_d1.col,21,102,8,168,1026,OPTIMAL,7,0.000265239,0.00178493,0.00205017,51.11328,0,1,1,509f41020245d12b4e03b0c6681826c72245d1f3,False,f838258c4c693e09ad2cc97943c674fc5b2ee14e0f97961fdfdeb239b8436773,bc9dd2f34387090f83611022ed1b92c2e8cc6181b37baadbb75314f73aa6341c,/home/homulily/code/bcp-cpp/bcp /home/homulily/code/bcp-cpp/dataset/c21_1_d1.col 1L -t 3600 -i -v y,DESKTOP-RJQ30EQ,Linux-6.8.0-51-generic-x86_64-with-glibc2.39,c++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,Python 3.14.4; pandas 2.3.3; psutil 7.2.2,1,2026-08-14T00:16:19.330530+07:00,CaDiCaL,0,1L,3600,True,y,False,False,
