name,V,E,upper_bound,method,cache,width,incremental,symmetry,pairwise,variables,clauses,solver,status,span,encoding_time,total_solving_time,time_used,memory_usage
c21_1_d1.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.00056483,0.00216603,0.00273086,45.88672
c21_1_d2.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000578222,0.00226345,0.00284167,45.33984
c21_2_d1.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000812774,0.00257649,0.00338926,45.82812
c21_2_d2.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000840717,0.00236064,0.00320136,45.39844
c21_3_d1.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000569825,0.0023019,0.00287172,45.33594
c21_3_d2.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000577015,0.00230471,0.00288172,46.01172
c21_4_d1.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000977939,0.00213712,0.00311506,45.82812
c21_4_d2.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.00081958,0.00247671,0.00329629,45.33594
c21_5_d1.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000556157,0.00240568,0.00296184,45.70312
c21_5_d2.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000554962,0.00245459,0.00300955,45.94922
c21_6_d1.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000824046,0.00270944,0.00353348,45.69922
c21_6_d2.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000831438,0.00318503,0.00401647,46.19922
c21_7_d1.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000573939,0.00230202,0.00287596,45.33594
c21_7_d2.col,21,105,8,2L,,,y,True,False,336,1534.0,Cadical,OPTIMAL,7,0.000549831,0.0023566,0.00290643,45.76562
c21_8_d1.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000565755,0.00211418,0.00267993,45.58984
c21_8_d2.col,21,105,11,2L,,,y,True,False,462,2122.0,Cadical,OPTIMAL,9,0.000793772,0.0032636,0.00405738,45.94922
c55_1_d1.col,55,362,8,2L,,,y,True,False,880,4712.0,Cadical,OPTIMAL,7,0.0016312,0.00902959,0.0106608,45.33984
c55_2_d2.col,55,362,8,2L,,,y,True,False,880,4712.0,Cadical,OPTIMAL,7,0.00169621,0.00725266,0.00894887,45.76562
GEOM100.col,100,547,64,1G,,,,True,False,4900,31704.0,Kissat,OPTIMAL,50,0.113559,0.761408,0.874967,65.21875
GEOM100a.col,100,992,91,1G,,,,True,False,6500,70981.0,Kissat,OPTIMAL,66,0.452628,233.107,233.56,113.30859
GEOM100b.col,100,1050,121,1G,,,,True,False,7000,80501.0,Kissat,OPTIMAL,71,1.16936,81.332,82.5013,95.25391
GEOM110.col,110,638,64,1G,,,,True,False,5390,36653.0,Kissat,OPTIMAL,50,0.133099,0.701678,0.834778,66.14844
GEOM110a.col,110,1207,109,1G,,,,True,False,7480,89557.0,Kissat,OPTIMAL,69,0.995269,140.819,141.814,110.88281
GEOM110b.col,110,1256,121,1G,,,,True,False,8360,103817.0,Kissat,OPTIMAL,77,1.27215,217.469,218.741,103.69141
GEOM120.col,120,773,73,1G,,,,True,False,6960,51795.0,Kissat,OPTIMAL,59,0.196021,2.21988,2.4159,70.57812
GEOM120a.col,120,1434,109,1G,,,,True,False,9720,125875.0,Kissat,OPTIMAL,82,0.867292,164.008,164.875,104.375
GEOM120b.col,120,1491,123,1G,,,,True,False,9840,132103.0,Kissat,OPTIMAL,83,1.41532,2182.36,2183.77,223.44531
GEOM20.col,20,20,24,1G,,,,True,False,400,801.0,Kissat,OPTIMAL,21,0.000989278,0.014152,0.0151413,45.89062
GEOM20a.col,20,37,24,1G,,,,True,False,380,1084.0,Kissat,OPTIMAL,20,0.00106175,0.0175686,0.0186303,45.8125
GEOM20b.col,20,32,16,1G,,,,True,False,240,625.0,Kissat,OPTIMAL,13,0.000741561,0.0135605,0.0143021,45.44141
GEOM30.col,30,50,33,1G,,,,True,False,810,2161.0,Kissat,OPTIMAL,28,0.00278925,0.0244207,0.0272099,45.37891
GEOM30a.col,30,81,32,1G,,,,True,False,780,2887.0,Kissat,OPTIMAL,27,0.00471467,0.0279,0.0326147,45.875
GEOM30b.col,30,81,27,1G,,,,True,False,750,2776.0,Kissat,OPTIMAL,26,0.00190903,0.0103227,0.0122317,45.38672
GEOM40.col,40,78,33,1G,,,,True,False,1080,3187.0,Kissat,OPTIMAL,28,0.00383574,0.0275297,0.0313655,45.37891
GEOM40a.col,40,146,50,1G,,,,True,False,1440,6697.0,Kissat,OPTIMAL,37,0.0217984,0.119491,0.141289,60.19531
GEOM40b.col,40,157,40,1G,,,,True,False,1280,6305.0,Kissat,OPTIMAL,33,0.00953551,0.0469385,0.056474,45.38672
GEOM50.col,50,127,36,1G,,,,True,False,1350,4780.0,Kissat,OPTIMAL,28,0.00856231,0.0431629,0.0517252,45.80859
GEOM50a.col,50,238,61,1G,,,,True,False,2450,14113.0,Kissat,OPTIMAL,50,0.0391383,0.45636,0.495498,62.09375
GEOM50b.col,50,249,54,1G,,,,True,False,1700,10167.0,Kissat,OPTIMAL,35,0.0491057,0.215643,0.264749,52.91406
GEOM60.col,60,185,36,1G,,,,True,False,1920,7841.0,Kissat,OPTIMAL,33,0.00997779,0.0289295,0.0389073,45.19141
GEOM60a.col,60,339,61,1G,,,,True,False,2940,19552.0,Kissat,OPTIMAL,50,0.0542611,0.524479,0.57874,63.34375
GEOM60b.col,60,366,63,1G,,,,True,False,2400,17041.0,Kissat,OPTIMAL,41,0.0927375,1.2321,1.32484,64.10547
GEOM70.col,70,267,44,1G,,,,True,False,2590,12470.0,Kissat,OPTIMAL,38,0.023788,0.072295,0.096083,45.75
GEOM70a.col,70,459,72,1G,,,,True,False,4200,31741.0,Kissat,OPTIMAL,61,0.0854557,2.18279,2.26825,67.03516
GEOM70b.col,70,488,76,1G,,,,True,False,3220,25669.0,Kissat,OPTIMAL,47,0.192701,3.21307,3.40577,67.07812
GEOM80.col,80,349,54,1G,,,,True,False,3200,17161.0,Kissat,OPTIMAL,41,0.0598025,0.210743,0.270546,61.96094
GEOM80a.col,80,612,79,1G,,,,True,False,4960,42905.0,Kissat,OPTIMAL,63,0.167468,3.49897,3.66644,69.99219
GEOM80b.col,80,663,98,1G,,,,True,False,4720,43838.0,Kissat,OPTIMAL,60,0.448258,4.57076,5.01902,70.78125
GEOM90.col,90,441,54,1G,,,,True,False,4050,23896.0,Kissat,OPTIMAL,46,0.0596274,0.205063,0.264691,62.98047
GEOM90a.col,90,789,80,1G,,,,True,False,5580,54499.0,Kissat,OPTIMAL,63,0.226611,7.05936,7.28597,73.25
GEOM90b.col,90,860,109,1G,,,,True,False,6120,64601.0,Kissat,OPTIMAL,69,0.693171,29.9137,30.6069,79.79297
c21_1_d1.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.000461111,0.00934566,0.00980677,45.44531
c21_1_d2.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.000507287,0.00945979,0.00996708,45.38672
c21_2_d1.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000938934,0.0119857,0.0129246,46.0
c21_2_d2.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000941441,0.0132114,0.0141528,45.92969
c21_3_d1.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.000460253,0.00900198,0.00946223,45.44141
c21_3_d2.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.00045958,0.00903666,0.00949624,45.8125
c21_4_d1.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.00104469,0.0119736,0.0130183,45.51172
c21_4_d2.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000911356,0.0125355,0.0134468,45.37891
c21_5_d1.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.00029371,0.0100477,0.0103415,46.18359
c21_5_d2.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.000529409,0.00912929,0.0096587,45.38672
c21_6_d1.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000997151,0.013151,0.0141482,45.19141
c21_6_d2.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000894725,0.0125437,0.0134384,45.38672
c21_7_d1.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.000470222,0.00969405,0.0101643,45.56641
c21_7_d2.col,21,105,8,1G,,,,True,False,126,757.0,Kissat,OPTIMAL,7,0.000459613,0.00933766,0.00979727,45.38672
c21_8_d1.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000923994,0.0128764,0.0138004,45.38672
c21_8_d2.col,21,105,11,1G,,,,True,False,168,1009.0,Kissat,OPTIMAL,9,0.000821899,0.0125244,0.0133463,45.75
c55_1_d1.col,55,362,8,1G,,,,True,False,330,2503.0,Kissat,OPTIMAL,7,0.00184955,0.0126971,0.0145467,45.38672
c55_2_d2.col,55,362,8,1G,,,,True,False,330,2503.0,Kissat,OPTIMAL,7,0.00188555,0.0129637,0.0148492,45.89062
GEOM100.col,100,547,64,2G,,,both,True,True,12800,62009.0,Cadical,OPTIMAL,50,0.017312,0.327903,0.345215,65.55078
GEOM100a.col,100,992,91,2G,,,both,True,True,18200,129173.0,Cadical,OPTIMAL,66,0.0366631,189.985,190.021,142.32812
GEOM100b.col,100,1050,121,2G,,,both,True,True,24200,180451.0,Cadical,OPTIMAL,71,0.0499278,140.016,140.066,132.67578
GEOM110.col,110,638,64,2G,,,both,True,True,14080,70533.0,Cadical,OPTIMAL,50,0.0207498,0.370333,0.391083,69.15625
GEOM110a.col,110,1207,109,2G,,,both,True,True,23980,183924.0,Cadical,OPTIMAL,69,0.0572781,108.261,108.318,139.67969
GEOM110b.col,110,1256,121,2G,,,both,True,True,26620,210057.0,Cadical,OPTIMAL,77,0.0694039,239.344,239.413,145.06641
GEOM120.col,120,773,73,2G,,,both,True,True,17520,93150.0,Cadical,OPTIMAL,59,0.0290111,1.51568,1.54469,78.12891
GEOM120a.col,120,1434,109,2G,,,both,True,True,26160,211867.0,Cadical,OPTIMAL,82,0.0620901,155.854,155.916,136.62891
GEOM120b.col,120,1491,123,2G,,,both,True,True,29520,247234.0,Cadical,SATISFIABLE,83,0.0704988,3599.94,3600.01,315.19922
GEOM20.col,20,20,24,2G,,,both,True,True,960,2461.0,Cadical,OPTIMAL,21,0.00102013,0.000975853,0.00199599,45.48828
GEOM20a.col,20,37,24,2G,,,both,True,True,960,2889.0,Cadical,OPTIMAL,20,0.0011618,0.00133975,0.00250155,45.67578
GEOM20b.col,20,32,16,2G,,,both,True,True,640,1853.0,Cadical,OPTIMAL,13,0.000639062,0.000680796,0.00131986,45.78516
GEOM30.col,30,50,33,2G,,,both,True,True,1980,5761.0,Cadical,OPTIMAL,28,0.00229851,0.00487736,0.00717586,45.78516
GEOM30a.col,30,81,32,2G,,,both,True,True,1920,6583.0,Cadical,OPTIMAL,27,0.00216782,0.00323795,0.00540578,45.36328
GEOM30b.col,30,81,27,2G,,,both,True,True,1620,5458.0,Cadical,OPTIMAL,26,0.00204424,0.00106301,0.00310725,45.36328
GEOM40.col,40,78,33,2G,,,both,True,True,2640,8055.0,Cadical,OPTIMAL,28,0.00340661,0.0049729,0.00837952,45.91016
GEOM40a.col,40,146,50,2G,,,both,True,True,4000,15821.0,Cadical,OPTIMAL,37,0.00625825,0.022284,0.0285423,45.97656
GEOM40b.col,40,157,40,2G,,,both,True,True,3200,12961.0,Cadical,OPTIMAL,33,0.00502291,0.014287,0.01931,45.78906
GEOM50.col,50,127,36,2G,,,both,True,True,3600,12173.0,Cadical,OPTIMAL,28,0.00475409,0.00649633,0.0112504,45.30078
GEOM50a.col,50,238,61,2G,,,both,True,True,6100,27269.0,Cadical,OPTIMAL,50,0.0111336,0.276276,0.28741,59.41016
GEOM50b.col,50,249,54,2G,,,both,True,True,5400,25197.0,Cadical,OPTIMAL,35,0.010425,0.0645449,0.0749699,45.91406
GEOM60.col,60,185,36,2G,,,both,True,True,4320,15481.0,Cadical,OPTIMAL,33,0.00396707,0.00504223,0.00900929,45.17188
GEOM60a.col,60,339,61,2G,,,both,True,True,7320,35980.0,Cadical,OPTIMAL,50,0.0100692,0.268988,0.279057,61.10156
GEOM60b.col,60,366,63,2G,,,both,True,True,7560,39499.0,Cadical,OPTIMAL,41,0.0116385,0.741223,0.752861,61.49609
GEOM70.col,70,267,44,2G,,,both,True,True,6160,24489.0,Cadical,OPTIMAL,38,0.00733491,0.0178779,0.0252128,44.86328
GEOM70a.col,70,459,72,2G,,,both,True,True,10080,53979.0,Cadical,OPTIMAL,61,0.0148081,1.46367,1.47848,67.05078
GEOM70b.col,70,488,76,2G,,,both,True,True,10640,60399.0,Cadical,OPTIMAL,47,0.0163555,1.42183,1.43819,66.4375
GEOM80.col,80,349,54,2G,,,both,True,True,8640,37167.0,Cadical,OPTIMAL,41,0.0108573,0.0471325,0.0579898,45.42578
GEOM80a.col,80,612,79,2G,,,both,True,True,12640,74909.0,Cadical,OPTIMAL,63,0.0254876,3.1082,3.13369,89.30859
GEOM80b.col,80,663,98,2G,,,both,True,True,15680,99375.0,Cadical,OPTIMAL,60,0.0331151,3.17127,3.20439,92.28125
GEOM90.col,90,441,54,2G,,,both,True,True,9720,43975.0,Cadical,OPTIMAL,46,0.0137758,0.0752573,0.0890331,45.42578
GEOM90a.col,90,789,80,2G,,,both,True,True,14400,93451.0,Cadical,OPTIMAL,63,0.028977,6.26643,6.2954,97.40625
GEOM90b.col,90,860,109,2G,,,both,True,True,19620,136581.0,Cadical,OPTIMAL,69,0.0388972,22.6827,22.7216,105.19141
c21_1_d1.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000366902,0.00181225,0.00217915,46.03906
c21_1_d2.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000514671,0.00266909,0.00318376,45.42578
c21_2_d1.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.00077975,0.00243906,0.00321881,45.17578
c21_2_d2.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.000801983,0.00206844,0.00287042,46.03516
c21_3_d1.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000584155,0.00181224,0.0023964,45.91016
c21_3_d2.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000511375,0.00267062,0.00318199,45.36328
c21_4_d1.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.00077585,0.00230281,0.00307866,45.55078
c21_4_d2.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.000835514,0.00190075,0.00273627,45.72266
c21_5_d1.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000530066,0.00258034,0.0031104,45.42578
c21_5_d2.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000516869,0.00251994,0.00303681,45.78906
c21_6_d1.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.0007841,0.00230691,0.00309101,45.78516
c21_6_d2.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.000769532,0.00233579,0.00310532,45.42578
c21_7_d1.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000354593,0.00202355,0.00237814,45.95312
c21_7_d2.col,21,105,8,2G,,,both,True,True,336,1534.0,Cadical,OPTIMAL,7,0.000595259,0.00179904,0.0023943,45.30078
c21_8_d1.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.000796475,0.00235122,0.00314769,45.91406
c21_8_d2.col,21,105,11,2G,,,both,True,True,462,2122.0,Cadical,OPTIMAL,9,0.000774149,0.00199156,0.0027657,45.36328
c55_1_d1.col,55,362,8,2G,,,both,True,True,880,4712.0,Cadical,OPTIMAL,7,0.00132537,0.00269897,0.00402434,45.91406
c55_2_d2.col,55,362,8,2G,,,both,True,True,880,4712.0,Cadical,OPTIMAL,7,0.00146874,0.00389753,0.00536627,45.91406
GEOM100.col,100,547,64,X,,fixed-width,x,True,False,16900,121817.0,Cadical,OPTIMAL,50,0.0446426,0.69987,0.744513,82.27344
GEOM100a.col,100,992,91,X,,fixed-width,x,True,False,24400,271968.0,Cadical,OPTIMAL,66,0.0960563,124.531,124.627,126.02344
GEOM100b.col,100,1050,121,X,,fixed-width,x,True,False,32500,382115.0,Cadical,OPTIMAL,71,0.139758,188.085,188.224,147.33203
GEOM110.col,110,638,64,X,,fixed-width,x,True,False,18590,139042.0,Cadical,OPTIMAL,50,0.0501813,0.868687,0.918868,86.79688
GEOM110a.col,110,1207,109,X,,fixed-width,x,True,False,32340,392769.0,Cadical,OPTIMAL,69,0.138476,486.629,486.768,176.76172
GEOM110b.col,110,1256,121,X,,fixed-width,x,True,False,35750,447345.0,Cadical,OPTIMAL,77,0.161778,704.925,705.087,187.45312
GEOM120.col,120,773,73,X,,fixed-width,x,True,False,23280,186977.0,Cadical,OPTIMAL,59,0.0678847,2.62298,2.69086,97.16406
GEOM120a.col,120,1434,109,X,,fixed-width,x,True,False,35280,457851.0,Cadical,OPTIMAL,82,0.168083,142.531,142.699,164.05859
GEOM120b.col,120,1491,123,X,,fixed-width,x,True,False,39480,532076.0,Cadical,SATISFIABLE,83,0.197346,3599.8,3600.0,287.14062
GEOM20.col,20,20,24,X,,fixed-width,x,True,False,1066,3443.0,Cadical,OPTIMAL,21,0.00101549,0.000772572,0.00178807,45.41406
GEOM20a.col,20,37,24,X,,fixed-width,x,True,False,1073,4242.0,Cadical,OPTIMAL,20,0.00189004,0.00112251,0.00301256,45.39844
GEOM20b.col,20,32,16,X,,fixed-width,x,True,False,600,2093.0,Cadical,OPTIMAL,13,0.00104783,0.000735936,0.00178377,45.39062
GEOM30.col,30,50,33,X,,fixed-width,x,True,False,2370,9460.0,Cadical,OPTIMAL,28,0.00432035,0.00375311,0.00807346,45.87891
GEOM30a.col,30,81,32,X,,fixed-width,x,True,False,2310,11165.0,Cadical,OPTIMAL,27,0.00515381,0.00428735,0.00944116,45.41406
GEOM30b.col,30,81,27,X,,fixed-width,x,True,False,1800,8051.0,Cadical,OPTIMAL,26,0.00401155,0.0016183,0.00562985,45.41406
GEOM40.col,40,78,33,X,,fixed-width,x,True,False,3146,13140.0,Cadical,OPTIMAL,28,0.00587845,0.00411583,0.00999428,45.07812
GEOM40a.col,40,146,50,X,,fixed-width,x,True,False,5080,29545.0,Cadical,OPTIMAL,37,0.0104301,0.0216998,0.0321299,45.41406
GEOM40b.col,40,157,40,X,,fixed-width,x,True,False,4000,23063.0,Cadical,OPTIMAL,33,0.0113277,0.0123978,0.0237255,45.28906
GEOM50.col,50,127,36,X,,fixed-width,x,True,False,4236,19690.0,Cadical,OPTIMAL,28,0.00803318,0.00427859,0.0123118,45.33203
GEOM50a.col,50,238,61,X,,fixed-width,x,True,False,7800,53420.0,Cadical,OPTIMAL,50,0.0177805,0.4754,0.49318,66.03906
GEOM50b.col,50,249,54,X,,fixed-width,x,True,False,6750,45581.0,Cadical,OPTIMAL,35,0.0196136,0.0884633,0.108077,60.625
GEOM60.col,60,185,36,X,,fixed-width,x,True,False,5100,25762.0,Cadical,OPTIMAL,33,0.0122727,0.00422359,0.0164963,45.39062
GEOM60a.col,60,339,61,X,,fixed-width,x,True,False,9360,71076.0,Cadical,OPTIMAL,50,0.0240478,0.518748,0.542796,69.67578
GEOM60b.col,60,366,63,X,,fixed-width,x,True,False,9600,74655.0,Cadical,OPTIMAL,41,0.026118,0.551368,0.577486,68.17578
GEOM70.col,70,267,44,X,,fixed-width,x,True,False,7560,44005.0,Cadical,OPTIMAL,38,0.0143562,0.027776,0.0421321,46.08984
GEOM70a.col,70,459,72,X,,fixed-width,x,True,False,12950,108154.0,Cadical,OPTIMAL,61,0.0452017,2.1591,2.2043,79.59375
GEOM70b.col,70,488,76,X,,fixed-width,x,True,False,14000,120345.0,Cadical,OPTIMAL,47,0.0390695,2.73462,2.77369,78.98438
GEOM80.col,80,349,54,X,,fixed-width,x,True,False,10800,68475.0,Cadical,OPTIMAL,41,0.0286418,0.0376745,0.0663163,45.39844
GEOM80a.col,80,612,79,X,,fixed-width,x,True,False,16480,154655.0,Cadical,OPTIMAL,63,0.0520888,6.82387,6.87596,88.33984
GEOM80b.col,80,663,98,X,,fixed-width,x,True,False,20640,201871.0,Cadical,OPTIMAL,60,0.0712713,5.27518,5.34645,94.09766
GEOM90.col,90,441,54,X,,fixed-width,x,True,False,12150,81463.0,Cadical,OPTIMAL,46,0.0277028,0.0949464,0.122649,68.69531
GEOM90a.col,90,789,80,X,,fixed-width,x,True,False,18720,192224.0,Cadical,OPTIMAL,63,0.0748124,10.3723,10.4471,98.41797
GEOM90b.col,90,860,109,X,,fixed-width,x,True,False,26460,285437.0,Cadical,OPTIMAL,69,0.102313,38.3143,38.4166,119.96484
c21_1_d1.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000724764,0.00356952,0.00429429,45.39453
c21_1_d2.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.00071936,0.00372278,0.00444214,45.22656
c21_2_d1.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.00102994,0.00182499,0.00285492,45.83984
c21_2_d2.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.00136119,0.00246918,0.00383037,45.39062
c21_3_d1.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000491833,0.00254631,0.00303814,45.39062
c21_3_d2.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000719029,0.00386554,0.00458457,45.41406
c21_4_d1.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.00132602,0.00245734,0.00378336,45.21094
c21_4_d2.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.00133961,0.0024543,0.0037939,45.39062
c21_5_d1.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000735105,0.00353814,0.00427325,45.94531
c21_5_d2.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000709339,0.00361737,0.00432671,45.39844
c21_6_d1.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.00132628,0.00238244,0.00370872,45.20312
c21_6_d2.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.00136772,0.00237532,0.00374304,45.39844
c21_7_d1.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000738206,0.00367671,0.00441492,45.44141
c21_7_d2.col,21,105,8,X,,fixed-width,x,True,False,315,1327.0,Cadical,OPTIMAL,7,0.000449229,0.00282662,0.00327585,45.02344
c21_8_d1.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.000881516,0.0017714,0.00265292,45.22656
c21_8_d2.col,21,105,11,X,,fixed-width,x,True,False,441,2946.0,Cadical,OPTIMAL,9,0.000885421,0.00162577,0.0025112,45.58594
c55_1_d1.col,55,362,8,X,,fixed-width,x,True,False,825,4165.0,Cadical,OPTIMAL,7,0.00202824,0.00400386,0.0060321,45.39844
c55_2_d2.col,55,362,8,X,,fixed-width,x,True,False,825,4165.0,Cadical,OPTIMAL,7,0.00216501,0.00606416,0.00822917,45.53906
GEOM100.col,100,547,64,Xa,no-cache,fixed-width,,True,False,29634,158082.0,Cadical,OPTIMAL,50,0.643809,0.848405,1.49221,97.23047
GEOM100a.col,100,992,91,Xa,no-cache,fixed-width,,True,False,57578,349377.0,Cadical,OPTIMAL,66,2.45243,192.663,195.116,162.73828
GEOM100b.col,100,1050,121,Xa,no-cache,fixed-width,,True,False,67192,404910.0,Cadical,OPTIMAL,71,6.37881,154.602,160.981,191.11719
GEOM110.col,110,638,64,Xa,no-cache,fixed-width,,True,False,33760,182339.0,Cadical,OPTIMAL,50,0.73166,1.08065,1.8123,102.35938
GEOM110a.col,110,1207,109,Xa,no-cache,fixed-width,,True,False,70730,439892.0,Cadical,OPTIMAL,69,5.32504,250.592,255.917,190.63281
GEOM110b.col,110,1256,121,Xa,no-cache,fixed-width,,True,False,84304,518883.0,Cadical,OPTIMAL,77,6.92575,827.149,834.075,244.05859
GEOM120.col,120,773,73,Xa,no-cache,fixed-width,,True,False,46936,260053.0,Cadical,OPTIMAL,59,1.04369,3.89198,4.93567,132.60938
GEOM120a.col,120,1434,109,Xa,no-cache,fixed-width,,True,False,101264,630516.0,Cadical,OPTIMAL,82,4.73551,997.512,1002.25,258.84766
GEOM120b.col,120,1491,123,Xa,no-cache,fixed-width,,True,False,105880,659616.0,Cadical,SATISFIABLE,83,7.72567,3592.27,3600.0,333.65625
GEOM20.col,20,20,24,Xa,no-cache,fixed-width,,True,False,1152,3743.0,Cadical,OPTIMAL,21,0.00717912,0.00188903,0.00906815,45.42969
GEOM20a.col,20,37,24,Xa,no-cache,fixed-width,,True,False,1369,5122.0,Cadical,OPTIMAL,20,0.0105644,0.00251184,0.0130763,45.85547
GEOM20b.col,20,32,16,Xa,no-cache,fixed-width,,True,False,784,2774.0,Cadical,OPTIMAL,13,0.00354537,0.000858835,0.0044042,45.85547
GEOM30.col,30,50,33,Xa,no-cache,fixed-width,,True,False,2756,10578.0,Cadical,OPTIMAL,28,0.0216162,0.00700367,0.0286198,45.85547
GEOM30a.col,30,81,32,Xa,no-cache,fixed-width,,True,False,3202,13902.0,Cadical,OPTIMAL,27,0.0249432,0.00630906,0.0312523,45.85547
GEOM30b.col,30,81,27,Xa,no-cache,fixed-width,,True,False,3326,14109.0,Cadical,OPTIMAL,26,0.0112926,0.00249194,0.0137845,45.36719
GEOM40.col,40,78,33,Xa,no-cache,fixed-width,,True,False,3989,15795.0,Cadical,OPTIMAL,28,0.0266856,0.0066268,0.0333124,45.36719
GEOM40a.col,40,146,50,Xa,no-cache,fixed-width,,True,False,7076,33522.0,Cadical,OPTIMAL,37,0.124659,0.0306426,0.155302,59.55469
GEOM40b.col,40,157,40,Xa,no-cache,fixed-width,,True,False,6660,31658.0,Cadical,OPTIMAL,33,0.0696694,0.0369476,0.106617,59.64062
GEOM50.col,50,127,36,Xa,no-cache,fixed-width,,True,False,5641,23761.0,Cadical,OPTIMAL,28,0.0595842,0.012146,0.0717301,45.36719
GEOM50a.col,50,238,61,Xa,no-cache,fixed-width,,True,False,13138,69270.0,Cadical,OPTIMAL,50,0.218709,0.729844,0.948553,73.26953
GEOM50b.col,50,249,54,Xa,no-cache,fixed-width,,True,False,10258,51219.0,Cadical,OPTIMAL,35,0.29619,0.173126,0.469316,65.40625
